Cruise:METAVAR:TEXT:21	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Bot. Depth [m]	Depth [m]	Temperature [°C]	Salinity [psu]	Conductivity [mS/cm]	OxcyGd [%]	Oxygen [ml/l]	RedOx [V]	Sound [m/s]	Sigma [kg/m3]	DiscSecciDepth [m]	Color	Dredge Conc [mg/l]	SST [°C]	Potential Temperature ~$q~# [°C]:DOUBLE	In situ Density Anomaly [kg/m~^3]:DOUBLE
							25.37	15.259	7.296	999999	109.9	7.37	0.231	1475.85	4.786	999999	0	999999	999999	15.256	4.84055
							25.64	15.175	7.29	999999	109.3	7.34	0.231	1475.5601	4.796	999999	0	999999	999999	15.172	4.85143
							25.92	15.021	7.294	999999	108.8	7.33	0.231	1475.04	4.826	999999	0	999999	999999	15.018	4.88161
							26.22	14.81	7.261	999999	108.4	7.34	0.231	1474.28	4.838	999999	0	999999	999999	14.807	4.89273
							26.54	14.423	7.268	999999	108.2	7.39	0.231	1472.95	4.907	999999	0	999999	999999	14.4201	4.96236
							26.84	14.053	7.278	999999	108	7.43	0.232	1471.6801	4.975	999999	0	999999	999999	14.0501	5.02987
							27.13	13.726	7.252	999999	107.9	7.48	0.232	1470.5	5.007	999999	0	999999	999999	13.7232	5.06165
							27.43	13.409	7.276	999999	107.5	7.5	0.232	1469.4	5.074	999999	0	999999	999999	13.4062	5.12911
							27.69	13.148	7.296	999999	104.5	7.33	0.232	1468.49	5.13	999999	0	999999	999999	13.1452	5.18405
							27.94	12.955	7.296	999999	106.1	7.48	0.232	1467.8	5.159	999999	0	999999	999999	12.9522	5.21308
							28.16	12.76	7.31	999999	107.1	7.58	0.233	1467.11	5.198	999999	0	999999	999999	12.7573	5.25259
							28.39	12.602	7.306	999999	107.8	7.66	0.233	1466.54	5.219	999999	0	999999	999999	12.5993	5.27273
							28.6	12.411	7.312	999999	108.1	7.71	0.233	1465.85	5.251	999999	0	999999	999999	12.4083	5.30469
							28.85	12.154	7.299	999999	107.6	7.72	0.233	1464.9	5.276	999999	0	999999	999999	12.1514	5.33064
							29.11	11.952	7.321	999999	107.3	7.73	0.233	1464.1801	5.321	999999	0	999999	999999	11.9494	5.37561
							29.39	11.748	7.319	999999	107.2	7.76	0.233	1463.42	5.348	999999	0	999999	999999	11.7454	5.40195
							29.63	11.44	7.338	999999	107.1	7.8	0.234	1462.29	5.403	999999	0	999999	999999	11.4375	5.45691
							29.88	11.257	7.36	999999	106.8	7.81	0.234	1461.64	5.444	999999	0	999999	999999	11.2545	5.49781
							30.12	11.099	7.362	999999	106.4	7.81	0.234	1461.05	5.466	999999	0	999999	999999	11.0965	5.5198
							30.39	10.876	7.379	999999	106.1	7.83	0.234	1460.23	5.508	999999	0	999999	999999	10.8735	5.56095
							30.67	10.636	7.386	999999	106.1	7.87	0.234	1459.3199	5.543	999999	0	999999	999999	10.6336	5.5958
							30.95	10.437	7.405	999999	106	7.9	0.234	1458.58	5.581	999999	0	999999	999999	10.4346	5.6346
							31.21	10.292	7.397	999999	106	7.92	0.234	1458.02	5.593	999999	0	999999	999999	10.2896	5.64592
							31.48	10.108	7.375	999999	105.8	7.95	0.234	1457.28	5.597	999999	0	999999	999999	10.1057	5.65044
							31.78	9.85	7.354	999999	105.6	7.98	0.235	1456.26	5.61	999999	0	999999	999999	9.8477	5.66329
							32.07	9.568	7.337	999999	105.5	8.02	0.235	1455.14	5.628	999999	0	999999	999999	9.5658	5.68079
							32.36	9.226	7.315	999999	105.2	8.07	0.235	1453.76	5.646	999999	0	999999	999999	9.2239	5.69927
							32.64	8.953	7.338	999999	105	8.11	0.235	1452.71	5.692	999999	0	999999	999999	8.9509	5.7447
							32.92	8.761	7.366	999999	105	8.14	0.235	1451.98	5.733	999999	0	999999	999999	8.759	5.78571
							33.21	8.629	7.383	999999	105	8.16	0.235	1451.47	5.759	999999	0	999999	999999	8.627	5.81235
							33.5	8.499	7.399	999999	105	8.19	0.235	1450.98	5.785	999999	0	999999	999999	8.497	5.83783
							33.78	8.398	7.414	999999	105	8.21	0.235	1450.59	5.807	999999	0	999999	999999	8.396	5.85974
							34.07	8.277	7.406	999999	105.1	8.24	0.235	1450.09	5.812	999999	0	999999	999999	8.275	5.86537
							34.37	8.122	7.417	999999	105.2	8.28	0.236	1449.48	5.836	999999	0	999999	999999	8.1201	5.88852
							34.67	7.941	7.422	999999	105.3	8.32	0.236	1448.75	5.856	999999	0	999999	999999	7.9391	5.9088
							34.97	7.749	7.415	999999	105.4	8.37	0.236	1447.96	5.868	999999	0	999999	999999	7.7472	5.92015
							35.26	7.543	7.423	999999	105.5	8.42	0.236	1447.13	5.891	999999	0	999999	999999	7.5412	5.94375
							35.54	7.362	7.428	999999	105.7	8.47	0.236	1446.39	5.91	999999	0	999999	999999	7.3602	5.96256
							35.8	7.187	7.416	999999	105.8	8.52	0.236	1445.65	5.915	999999	0	999999	999999	7.1853	5.96711
							36.04	7.046	7.426	999999	106	8.56	0.236	1445.08	5.934	999999	0	999999	999999	7.0443	5.98602
							36.27	6.902	7.433	999999	106	8.6	0.236	1444.48	5.95	999999	0	999999	999999	6.9004	6.00247
							36.51	6.804	7.442	999999	106	8.62	0.237	1444.09	5.964	999999	0	999999	999999	6.8024	6.01723
							36.74	6.714	7.449	999999	106	8.63	0.237	1443.72	5.977	999999	0	999999	999999	6.7124	6.02973
							36.99	6.66	7.459	999999	106	8.64	0.237	1443.51	5.99	999999	0	999999	999999	6.6584	6.04228
							37.24	6.617	7.459	999999	106.2	8.67	0.237	1443.33	5.994	999999	0	999999	999999	6.6154	6.04624
							37.51	6.542	7.448	999999	106.4	8.7	0.237	1443	5.991	999999	0	999999	999999	6.5404	6.04366
							37.79	6.422	7.446	999999	106.6	8.74	0.237	1442.5	5.998	999999	0	999999	999999	6.4205	6.05086
							38.07	6.282	7.442	999999	106.6	8.77	0.237	1441.9	6.005	999999	0	999999	999999	6.2805	6.05749
							38.38	6.117	7.45	999999	106.9	8.84	0.237	1441.21	6.022	999999	0	999999	999999	6.1156	6.07483
							38.69	5.962	7.453	999999	107	8.88	0.237	1440.5601	6.035	999999	0	999999	999999	5.9606	6.08734
							39.02	5.715	7.427	999999	107.3	8.96	0.238	1439.47	6.028	999999	0	999999	999999	5.7137	6.08156
							39.33	5.422	7.439	999999	107.5	9.04	0.238	1438.21	6.054	999999	0	999999	999999	5.4208	6.1069
							39.64	5.193	7.451	999999	107.6	9.1	0.238	1437.24	6.075	999999	0	999999	999999	5.1919	6.12828
							39.91	5.028	7.47	999999	107.5	9.13	0.238	1436.54	6.099	999999	0	999999	999999	5.0269	6.15162
							40.16	4.947	7.482	999999	107.6	9.15	0.238	1436.2	6.113	999999	0	999999	999999	4.9459	6.16563
							40.42	4.891	7.482	999999	107.7	9.18	0.238	1435.96	6.116	999999	0	999999	999999	4.8899	6.16915
							40.66	4.833	7.481	999999	107.8	9.2	0.238	1435.71	6.118	999999	0	999999	999999	4.832	6.17181
							40.93	4.777	7.486	999999	107.9	9.22	0.238	1435.47	6.126	999999	0	999999	999999	4.776	6.17923
							41.21	4.73	7.477	999999	108.1	9.25	0.238	1435.26	6.122	999999	0	999999	999999	4.729	6.17526
							41.48	4.605	7.479	999999	108.4	9.3	0.238	1434.71	6.13	999999	0	999999	999999	4.604	6.18272
							41.76	4.602	7.528	999999	108.5	9.31	0.238	1434.77	6.17	999999	0	999999	999999	4.601	6.22291
							42.05	4.701	7.515	999999	108.6	9.3	0.238	1435.1899	6.157	999999	0	999999	999999	4.7	6.21047
							42.31	4.653	7.492	999999	108.8	9.33	0.238	1434.95	6.142	999999	0	999999	999999	4.652	6.19533
							42.55	4.543	7.482	999999	109.2	9.38	0.238	1434.45	6.14	999999	0	999999	999999	4.542	6.19251
							42.8	4.428	7.49	999999	109.3	9.42	0.238	1433.96	6.151	999999	0	999999	999999	4.4271	6.20395
							43.02	4.327	7.491	999999	109.6	9.47	0.238	1433.51	6.156	999999	0	999999	999999	4.3261	6.20909
							43.23	4.228	7.49	999999	109.9	9.53	0.238	1433.0699	6.159	999999	0	999999	999999	4.2272	6.21238
							43.44	4.12	7.498	999999	110	9.56	0.238	1432.6	6.169	999999	0	999999	999999	4.1192	6.22291
							43.66	4.041	7.5	999999	110.2	9.59	0.238	1432.25	6.174	999999	0	999999	999999	4.0402	6.22779
							43.89	3.951	7.494	999999	110.5	9.64	0.238	1431.84	6.173	999999	0	999999	999999	3.9503	6.22657
							44.14	3.856	7.503	999999	110.8	9.7	0.238	1431.4301	6.184	999999	0	999999	999999	3.8553	6.23735
							44.39	3.787	7.512	999999	111.1	9.74	0.238	1431.13	6.194	999999	0	999999	999999	3.7863	6.24738
							44.65	3.736	7.51	999999	111.2	9.76	0.238	1430.9	6.194	999999	0	999999	999999	3.7353	6.24827
							44.94	3.672	7.513	999999	111.5	9.8	0.238	1430.62	6.2	999999	0	999999	999999	3.6714	6.25352
							45.23	3.628	7.513	999999	111.7	9.83	0.238	1430.4301	6.202	999999	0	999999	999999	3.6274	6.2559
							45.53	3.576	7.516	999999	111.9	9.86	0.238	1430.2	6.207	999999	0	999999	999999	3.5754	6.26085
							45.82	3.535	7.513	999999	112.1	9.89	0.238	1430.01	6.207	999999	0	999999	999999	3.5344	6.26074
							46.13	3.461	7.515	999999	112.5	9.95	0.238	1429.6899	6.211	999999	0	999999	999999	3.4604	6.26529
							46.43	3.405	7.517	999999	113	10	0.238	1429.4399	6.215	999999	0	999999	999999	3.4045	6.2694
							46.74	3.335	7.521	999999	113.3	10.05	0.238	1429.13	6.221	999999	0	999999	999999	3.3345	6.27534
							47.03	3.291	7.522	999999	113.4	10.07	0.238	1428.9301	6.224	999999	0	999999	999999	3.2905	6.2783
							47.35	3.235	7.519	999999	113.8	10.12	0.238	1428.6801	6.224	999999	0	999999	999999	3.2345	6.2784
							47.62	3.149	7.524	999999	114.2	10.18	0.238	1428.29	6.23	999999	0	999999	999999	3.1486	6.28499
							47.79	3.098	7.549	999999	114.6	10.22	0.238	1428.09	6.252	999999	0	999999	999999	3.0976	6.30641
							47.91	3.081	7.555	999999	114.8	10.25	0.238	1428.02	6.257	999999	0	999999	999999	3.0806	6.312
							48	3.077	7.564	999999	115.4	10.3	0.238	1428.02	6.265	999999	0	999999	999999	3.0766	6.31965
							48.08	3.079	7.552	999999	115.8	10.34	0.238	1428.01	6.256	999999	0	999999	999999	3.0786	6.31048
							48.21	3.093	7.546	999999	116.2	10.37	0.238	1428.0699	6.252	999999	0	999999	999999	3.0926	6.30617
							48.35	3.091	7.543	999999	116.5	10.4	0.238	1428.0601	6.25	999999	0	999999	999999	3.0906	6.30451
							48.47	3.08	7.539	999999	116.7	10.42	0.238	1428.01	6.248	999999	0	999999	999999	3.0796	6.30207
							48.62	3.06	7.542	999999	116.9	10.44	0.238	1427.92	6.251	999999	0	999999	999999	3.0596	6.30546
							48.78	3.047	7.54	999999	117.1	10.46	0.238	1427.86	6.25	999999	0	999999	999999	3.0466	6.30483
							48.98	3.033	7.54	999999	117.4	10.49	0.238	1427.8	6.251	999999	0	999999	999999	3.0326	6.306
							49.19	3.024	7.54	999999	117.7	10.52	0.238	1427.76	6.253	999999	0	999999	999999	3.0236	6.30715
							49.37	3.022	7.543	999999	117.8	10.53	0.238	1427.76	6.256	999999	0	999999	999999	3.0216	6.31045
							49.53	3.024	7.544	999999	118	10.55	0.238	1427.77	6.258	999999	0	999999	999999	3.0236	6.31202
							49.67	3.025	7.547	999999	118.2	10.57	0.238	1427.78	6.26	999999	0	999999	999999	3.0246	6.31508
							49.8	3.029	7.548	999999	118.6	10.6	0.238	1427.8101	6.262	999999	0	999999	999999	3.0286	6.31647
							49.96	3.042	7.539	999999	118.9	10.63	0.238	1427.86	6.256	999999	0	999999	999999	3.0416	6.30994
							50.15	3.005	7.526	999999	119.3	10.67	0.238	1427.67	6.246	999999	0	999999	999999	3.0046	6.30101
							50.36	2.909	7.519	999999	119.7	10.74	0.238	1427.22	6.243	999999	0	999999	999999	2.9087	6.29758
							50.56	2.8	7.533	999999	119.9	10.79	0.238	1426.74	6.256	999999	0	999999	999999	2.7997	6.3108
							50.77	2.749	7.547	999999	120.2	10.83	0.238	1426.53	6.269	999999	0	999999	999999	2.7487	6.32342
							51	2.743	7.55	999999	120.5	10.85	0.238	1426.5	6.272	999999	0	999999	999999	2.7427	6.327
							51.23	2.728	7.546	999999	120.8	10.88	0.238	1426.4301	6.27	999999	0	999999	999999	2.7278	6.32508
							51.48	2.689	7.547	999999	121.1	10.92	0.239	1426.26	6.272	999999	0	999999	999999	2.6888	6.32742
							51.71	2.661	7.549	999999	121.4	10.95	0.239	1426.14	6.275	999999	0	999999	999999	2.6608	6.33036
							51.9	2.63	7.555	999999	121.7	10.99	0.239	1426	6.281	999999	0	999999	999999	2.6298	6.33629
							52.06	2.617	7.559	999999	122	11.03	0.239	1425.95	6.286	999999	0	999999	999999	2.6168	6.34036
							52.21	2.61	7.561	999999	122.5	11.07	0.239	1425.92	6.288	999999	0	999999	999999	2.6098	6.34274
							52.35	2.6	7.557	999999	123	11.12	0.239	1425.87	6.285	999999	0	999999	999999	2.5998	6.34031
							52.52	2.576	7.551	999999	123.4	11.16	0.239	1425.76	6.281	999999	0	999999	999999	2.5758	6.33652
							52.71	2.529	7.551	999999	123.6	11.2	0.239	1425.54	6.283	999999	0	999999	999999	2.5289	6.33772
							52.87	2.467	7.556	999999	123.9	11.24	0.239	1425.26	6.287	999999	0	999999	999999	2.4669	6.34279
							52.98	2.429	7.566	999999	124.4	11.3	0.239	1425.1	6.296	999999	0	999999	999999	2.4289	6.35145
							53.05	2.421	7.575	999999	124.7	11.33	0.239	1425.0699	6.304	999999	0	999999	999999	2.4209	6.359
							53.2	2.408	7.559	999999	127	11.54	0.239	1424.99	6.291	999999	0	999999	999999	2.4079	6.34704
							53.34	2.377	7.561	999999	127.2	11.57	0.239	1424.85	6.294	999999	0	999999	999999	2.3769	6.34942
							53.47	2.35	7.567	999999	127	11.56	0.239	1424.74	6.299	999999	0	999999	999999	2.3499	6.35492
							53.59	2.335	7.578	999999	127.3	11.58	0.239	1424.6801	6.309	999999	0	999999	999999	2.335	6.36432
							53.67	2.331	7.579	999999	127.7	11.63	0.239	1424.66	6.31	999999	0	999999	999999	2.331	6.36552
							53.69	2.328	7.579	999999	128	11.66	0.239	1424.65	6.31	999999	0	999999	999999	2.328	6.36563
							53.7	2.327	7.586	999999	128.5	11.7	0.239	1424.66	6.316	999999	0	999999	999999	2.327	6.37126
							53.73	2.325	7.588	999999	128.8	11.72	0.239	1424.65	6.318	999999	0	999999	999999	2.325	6.37301
							53.75	2.325	7.586	999999	128.9	11.74	0.239	1424.65	6.316	999999	0	999999	999999	2.325	6.37152
							53.81	2.327	7.581	999999	129	11.75	0.239	1424.65	6.312	999999	0	999999	999999	2.327	6.36782
							53.89	2.333	7.583	999999	129.3	11.77	0.239	1424.6899	6.314	999999	0	999999	999999	2.333	6.3698
							54	2.35	7.587	999999	129.3	11.77	0.239	1424.77	6.318	999999	0	999999	999999	2.3499	6.3735
							54.13	2.376	7.599	999999	129.2	11.75	0.239	1424.91	6.328	999999	0	999999	999999	2.3759	6.38364
							54.25	2.416	7.621	999999	129.1	11.73	0.239	1425.13	6.347	999999	0	999999	999999	2.4159	6.40164
							54.35	2.477	7.642	999999	129.1	11.71	0.239	1425.4399	6.363	999999	0	999999	999999	2.4769	6.41862
							54.44	2.531	7.644	999999	129.3	11.71	0.239	1425.7	6.365	999999	0	999999	999999	2.5308	6.42038
							54.48	2.57	7.624	999999	129.6	11.72	0.239	1425.86	6.349	999999	0	999999	999999	2.5698	6.40443
							54.55	2.595	7.651	999999	131.9	11.92	0.239	1426.01	6.371	999999	0	999999	999999	2.5948	6.42612
							54.61	2.619	7.648	999999	131.8	11.9	0.239	1426.11	6.369	999999	0	999999	999999	2.6188	6.42387
							54.65	2.627	7.651	999999	131.5	11.87	0.239	1426.16	6.372	999999	0	999999	999999	2.6268	6.4264
							54.66	2.631	7.649	999999	131.6	11.88	0.239	1426.17	6.369	999999	0	999999	999999	2.6308	6.42483
							54.77	2.615	7.65	999999	131.5	11.87	0.238	1426.1	6.371	999999	0	999999	999999	2.6148	6.42628
Lastochka4	last68	C	2006-09-28T12:05			49	0.01	17.508	7.138	999999	46.7	2.99	0.185	1482.7	4.14	4.5	9	999999	999999	17.508	4.19473
							0.2	17.512	7.144	999999	47.7	3.05	0.185	1482.73	4.144	4.5	9	999999	999999	17.512	4.19939
							0.38	17.513	7.146	999999	49.1	3.15	0.185	1482.73	4.146	4.5	9	999999	999999	17.5129	4.20155
							0.57	17.516	7.144	999999	49.9	3.19	0.185	1482.74	4.145	4.5	9	999999	999999	17.5159	4.20033
							0.78	17.512	7.146	999999	49.9	3.19	0.185	1482.74	4.148	4.5	9	999999	999999	17.5119	4.20359
							1	17.511	7.145	999999	49.7	3.18	0.185	1482.74	4.149	4.5	9	999999	999999	17.5109	4.20404
							1.23	17.508	7.146	999999	49.7	3.18	0.185	1482.73	4.151	4.5	9	999999	999999	17.5078	4.20644
							1.49	17.51	7.146	999999	49.9	3.19	0.185	1482.74	4.152	4.5	9	999999	999999	17.5098	4.20725
							1.76	17.511	7.146	999999	50.2	3.21	0.185	1482.75	4.153	4.5	9	999999	999999	17.5108	4.2083
							2.05	17.512	7.145	999999	50.5	3.23	0.185	1482.76	4.153	4.5	9	999999	999999	17.5117	4.20869
							2.36	17.504	7.145	999999	50.8	3.25	0.185	1482.74	4.156	4.5	9	999999	999999	17.5037	4.21167
							2.66	17.501	7.145	999999	51.1	3.27	0.185	1482.73	4.159	4.5	9	999999	999999	17.5006	4.21363
							2.97	17.498	7.146	999999	51.3	3.28	0.185	1482.73	4.161	4.5	9	999999	999999	17.4976	4.2164
							3.29	17.497	7.145	999999	51.4	3.29	0.185	1482.73	4.162	4.5	9	999999	999999	17.4966	4.21731
							3.62	17.494	7.146	999999	51.5	3.3	0.185	1482.72	4.165	4.5	9	999999	999999	17.4935	4.22017
							3.96	17.491	7.146	999999	51.7	3.31	0.185	1482.72	4.167	4.5	9	999999	999999	17.4905	4.22232
							4.31	17.493	7.146	999999	51.9	3.32	0.185	1482.73	4.168	4.5	9	999999	999999	17.4924	4.22355
							4.69	17.49	7.146	999999	52.1	3.34	0.185	1482.73	4.17	4.5	9	999999	999999	17.4894	4.22588
							5.08	17.491	7.146	999999	52.3	3.35	0.185	1482.74	4.172	4.5	9	999999	999999	17.4903	4.22749
							5.5	17.49	7.146	999999	52.4	3.36	0.185	1482.75	4.175	4.5	9	999999	999999	17.4893	4.22962
							5.93	17.491	7.146	999999	52.6	3.37	0.185	1482.75	4.176	4.5	9	999999	999999	17.4902	4.23141
							6.38	17.49	7.146	999999	52.7	3.38	0.185	1482.76	4.178	4.5	9	999999	999999	17.4891	4.23368
							6.83	17.488	7.146	999999	52.7	3.37	0.185	1482.76	4.181	4.5	9	999999	999999	17.4871	4.23615
							7.28	17.488	7.146	999999	52.6	3.37	0.185	1482.77	4.183	4.5	9	999999	999999	17.487	4.23822
							7.7	17.487	7.147	999999	52.5	3.36	0.185	1482.77	4.186	4.5	9	999999	999999	17.486	4.24112
							8.04	17.487	7.147	999999	52.6	3.37	0.185	1482.78	4.187	4.5	9	999999	999999	17.4859	4.24268
							8.35	17.487	7.147	999999	52.7	3.37	0.185	1482.78	4.188	4.5	9	999999	999999	17.4859	4.24412
							8.69	17.487	7.147	999999	52.8	3.38	0.185	1482.79	4.19	4.5	9	999999	999999	17.4858	4.24568
							9.01	17.487	7.147	999999	52.9	3.39	0.185	1482.79	4.192	4.5	9	999999	999999	17.4858	4.24716
							9.32	17.488	7.146	999999	53	3.39	0.185	1482.8	4.193	4.5	9	999999	999999	17.4867	4.24764
							9.63	17.487	7.147	999999	53	3.4	0.185	1482.8	4.194	4.5	9	999999	999999	17.4857	4.25002
							10	17.487	7.146	999999	53	3.4	0.185	1482.8101	4.195	4.5	9	999999	999999	17.4856	4.25097
							10.37	17.485	7.146	999999	53.1	3.4	0.185	1482.8101	4.198	4.5	9	999999	999999	17.4836	4.25307
							10.75	17.483	7.146	999999	53.2	3.41	0.185	1482.8101	4.2	4.5	9	999999	999999	17.4815	4.25521
							11.14	17.482	7.144	999999	53.3	3.41	0.185	1482.8101	4.2	4.5	9	999999	999999	17.4805	4.25568
							11.56	17.479	7.145	999999	53.5	3.42	0.185	1482.8101	4.204	4.5	9	999999	999999	17.4774	4.25896
							11.98	17.476	7.142	999999	53.6	3.43	0.185	1482.8	4.203	4.5	9	999999	999999	17.4744	4.2592
							12.41	17.462	7.136	999999	53.7	3.44	0.185	1482.75	4.204	4.5	9	999999	999999	17.4603	4.25933
							12.83	17.44	7.138	999999	53.9	3.45	0.185	1482.7	4.212	4.5	9	999999	999999	17.4383	4.26702
							13.27	17.433	7.141	999999	54	3.46	0.185	1482.6801	4.217	4.5	9	999999	999999	17.4312	4.27268
							13.71	17.428	7.139	999999	54	3.46	0.185	1482.67	4.219	4.5	9	999999	999999	17.4261	4.27416
							14.16	17.422	7.139	999999	54.1	3.47	0.185	1482.66	4.222	4.5	9	999999	999999	17.4201	4.27739
							14.61	17.415	7.138	999999	54.1	3.47	0.185	1482.64	4.224	4.5	9	999999	999999	17.413	4.28006
							14.94	17.408	7.137	999999	54.2	3.48	0.185	1482.62	4.227	4.5	9	999999	999999	17.406	4.28217
							15.23	17.4	7.134	999999	54.2	3.48	0.185	1482.6	4.227	4.5	9	999999	999999	17.3979	4.28276
							15.56	17.381	7.138	999999	54.3	3.49	0.185	1482.55	4.236	4.5	9	999999	999999	17.3789	4.29098
							15.92	17.363	7.144	999999	54.5	3.5	0.185	1482.5	4.245	4.5	9	999999	999999	17.3609	4.30065
							16.29	17.356	7.151	999999	54.6	3.51	0.185	1482.5	4.253	4.5	9	999999	999999	17.3538	4.30902
							16.69	17.354	7.16	999999	54.7	3.51	0.185	1482.5	4.262	4.5	9	999999	999999	17.3518	4.31809
							17.11	17.349	7.166	999999	54.8	3.52	0.185	1482.5	4.27	4.5	9	999999	999999	17.3467	4.32554
							17.52	17.343	7.175	999999	54.9	3.53	0.185	1482.5	4.279	4.5	9	999999	999999	17.3406	4.33543
							17.92	17.339	7.185	999999	55.1	3.54	0.185	1482.5	4.29	4.5	9	999999	999999	17.3366	4.34564
							18.3	17.335	7.187	999999	55.3	3.55	0.185	1482.5	4.294	4.5	9	999999	999999	17.3325	4.34968
							18.69	17.327	7.188	999999	55.3	3.55	0.185	1482.48	4.298	4.5	9	999999	999999	17.3245	4.35377
							19.1	17.316	7.191	999999	55.4	3.56	0.185	1482.46	4.304	4.5	9	999999	999999	17.3134	4.36005
							19.54	17.307	7.194	999999	55.5	3.57	0.185	1482.4399	4.31	4.5	9	999999	999999	17.3044	4.36608
							19.97	17.299	7.196	999999	55.6	3.57	0.186	1482.42	4.316	4.5	9	999999	999999	17.2963	4.37112
							20.39	17.297	7.196	999999	55.7	3.58	0.186	1482.42	4.318	4.5	9	999999	999999	17.2943	4.37344
							20.84	17.292	7.196	999999	55.9	3.59	0.186	1482.41	4.321	4.5	9	999999	999999	17.2892	4.37648
							21.29	17.29	7.199	999999	56	3.6	0.186	1482.42	4.326	4.5	9	999999	999999	17.2871	4.38122
							21.75	17.287	7.2	999999	56.1	3.6	0.186	1482.42	4.329	4.5	9	999999	999999	17.2841	4.38467
							22.22	17.283	7.203	999999	56.2	3.61	0.186	1482.42	4.334	4.5	9	999999	999999	17.28	4.38989
							22.66	17.28	7.207	999999	56.3	3.62	0.185	1482.42	4.339	4.5	9	999999	999999	17.277	4.39553
							23.1	17.284	7.216	999999	56.5	3.63	0.185	1482.45	4.348	4.5	9	999999	999999	17.2809	4.40364
							23.48	17.275	7.21	999999	56.5	3.63	0.186	1482.42	4.346	4.5	9	999999	999999	17.2719	4.40255
							23.88	17.23	7.208	999999	56.5	3.64	0.186	1482.28	4.355	4.5	9	999999	999999	17.2268	4.41148
							24.27	17.188	7.211	999999	56.6	3.64	0.186	1482.15	4.368	4.5	9	999999	999999	17.1848	4.42356
							24.66	17.168	7.214	999999	56.7	3.65	0.186	1482.09	4.376	4.5	9	999999	999999	17.1647	4.43145
							25.08	17.146	7.208	999999	56.8	3.66	0.186	1482.02	4.377	4.5	9	999999	999999	17.1427	4.43301
							25.49	17.06	7.201	999999	57	3.68	0.186	1481.74	4.39	4.5	9	999999	999999	17.0566	4.44587
							25.93	16.895	7.16	999999	57.2	3.71	0.186	1481.16	4.392	4.5	9	999999	999999	16.8916	4.44776
							26.38	15.982	7.077	999999	57.4	3.8	0.187	1478.0601	4.497	4.5	9	999999	999999	15.9787	4.5529
							26.83	14.822	7.116	999999	57.8	3.91	0.188	1474.16	4.727	4.5	9	999999	999999	14.8189	4.78275
							27.27	13.731	7.107	999999	56.4	3.91	0.189	1470.35	4.895	4.5	9	999999	999999	13.7281	4.95037
							27.61	12.273	7.019	999999	58.9	4.22	0.19	1464.98	5.038	4.5	9	999999	999999	12.2705	5.09319
							27.95	10.472	7.159	999999	65.1	4.86	0.191	1458.37	5.372	4.5	9	999999	999999	10.4699	5.42592
							28.28	9.407	7.3	999999	63.2	4.83	0.191	1454.4	5.597	4.5	9	999999	999999	9.4051	5.65023
							28.58	8.885	7.342	999999	60.5	4.68	0.192	1452.38	5.682	4.5	9	999999	999999	8.8832	5.73476
							28.92	8.452	7.342	999999	59.3	4.63	0.192	1450.64	5.723	4.5	9	999999	999999	8.4503	5.77558
							29.25	7.997	7.33	999999	58.8	4.65	0.192	1448.78	5.754	4.5	9	999999	999999	7.9954	5.80635
							29.62	7.364	7.32	999999	58.7	4.71	0.193	1446.17	5.796	4.5	9	999999	999999	7.3625	5.84936
							30.01	6.659	7.437	999999	59	4.81	0.193	1443.37	5.939	4.5	9	999999	999999	6.6577	5.99127
							30.43	6.308	7.49	999999	59.5	4.89	0.193	1441.95	6.005	4.5	9	999999	999999	6.3068	6.05654
							30.85	5.989	7.377	999999	60.9	5.05	0.194	1440.45	5.935	4.5	9	999999	999999	5.9879	5.98798
							31.27	5.419	7.462	999999	60.6	5.1	0.194	1438.1	6.033	4.5	9	999999	999999	5.418	6.08582
							31.69	5.209	7.505	999999	59.8	5.06	0.194	1437.25	6.079	4.5	9	999999	999999	5.2081	6.1313
							32.12	5.134	7.497	999999	65.2	5.52	0.194	1436.92	6.078	4.5	9	999999	999999	5.1331	6.13035
							32.53	5	7.507	999999	64.4	5.47	0.194	1436.35	6.093	4.5	9	999999	999999	4.9991	6.14587
							32.96	4.884	7.492	999999	63.5	5.41	0.195	1435.83	6.088	4.5	9	999999	999999	4.8831	6.1408
							33.38	4.684	7.507	999999	63.7	5.46	0.195	1434.97	6.11	4.5	9	999999	999999	4.6832	6.16228
							33.8	4.719	7.649	999999	63.6	5.43	0.195	1435.3101	6.222	4.5	9	999999	999999	4.7182	6.2752
							34.21	4.931	7.612	999999	63.1	5.37	0.195	1436.21	6.187	4.5	9	999999	999999	4.9301	6.23974
							34.62	4.978	7.586	999999	62.8	5.34	0.195	1436.39	6.167	4.5	9	999999	999999	4.9771	6.21932
							35.01	4.958	7.602	999999	62.6	5.32	0.195	1436.3199	6.182	4.5	9	999999	999999	4.9571	6.23467
							35.4	4.979	7.595	999999	63	5.35	0.195	1436.41	6.178	4.5	9	999999	999999	4.978	6.2302
							35.81	4.965	7.591	999999	63.4	5.38	0.195	1436.35	6.177	4.5	9	999999	999999	4.964	6.22962
							36.2	4.933	7.58	999999	63.6	5.41	0.195	1436.2	6.171	4.5	9	999999	999999	4.932	6.22415
							36.62	4.835	7.591	999999	63.8	5.44	0.195	1435.8	6.186	4.5	9	999999	999999	4.8341	6.23878
