Cruise:METAVAR:TEXT:21	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees East]	Latitude [degrees North]	Bot. Depth [m]	Depth [m]	Temperature [°C]	Salinity [psu]	Conductivity [mS/cm]	OxcyGd [%]	Oxygen [ml/l]	RedOx [V]	Sound [m/s]	Sigma [kg/m3]	DiscSecciDepth [m]	Color	Dredge Conc [mg/l]	SST [°C]	Potential Temperature ~$q~# [°C]:DOUBLE	In situ Density Anomaly [kg/m~^3]:DOUBLE
							32.34	13.752	7.592	999999	219.34	15.16	0.164	1471.0699	5.2882	999999	0	999999	999999	13.7486	5.34275
							32.71	13.128	7.626	999999	219.14	15.35	0.164	1468.89	5.4101	999999	0	999999	999999	13.1247	5.46396
							32.76	12.879	7.606	999999	218.75	15.41	0.163	1467.97	5.4305	999999	0	999999	999999	12.8758	5.48484
							33.15	12.688	7.644	999999	218.75	15.47	0.163	1467.33	5.4891	999999	0	999999	999999	12.6848	5.54302
							33.27	12.688	7.644	999999	220.51	15.6	0.163	1467.33	5.4897	999999	0	999999	999999	12.6848	5.54358
							33.64	12.323	7.611	999999	219.53	15.66	0.164	1465.97	5.5167	999999	0	999999	999999	12.3198	5.5706
							34.2	11.917	7.54	999999	223.63	16.1	0.164	1464.39	5.5191	999999	0	999999	999999	11.9139	5.57301
							34.51	11.776	7.568	999999	223.63	16.15	0.164	1463.91	5.5611	999999	0	999999	999999	11.7729	5.6145
							34.63	11.776	7.568	999999	223.63	16.15	0.164	1463.91	5.5616	999999	0	999999	999999	11.7729	5.61507
							34.89	11.512	7.571	999999	221.68	16.1	0.162	1462.9301	5.5987	999999	0	999999	999999	11.509	5.65252
							35.07	11.436	7.586	999999	219.92	16	0.162	1462.67	5.6213	999999	0	999999	999999	11.433	5.67455
							35.12	11.436	7.586	999999	219.92	16	0.162	1462.67	5.6215	999999	0	999999	999999	11.433	5.67479
							35.51	11.388	7.586	999999	227.34	16.56	0.159	1462.49	5.6291	999999	0	999999	999999	11.385	5.68266
							35.86	11.42	7.639	999999	222.66	16.2	0.161	1462.6801	5.6676	999999	0	999999	999999	11.4169	5.7212
							36.17	11.387	7.645	999999	246.88	17.98	0.153	1462.5699	5.6784	999999	0	999999	999999	11.3839	5.73145
							36.45	10.946	7.613	999999	245.9	18.09	0.153	1460.87	5.7091	999999	0	999999	999999	10.943	5.76222
							36.6	10.81	7.617	999999	241.41	17.81	0.153	1460.36	5.7293	999999	0	999999	999999	10.807	5.78225
							36.67	10.696	7.625	999999	250.39	18.53	0.15	1459.9399	5.7493	999999	0	999999	999999	10.6931	5.80219
							36.78	10.654	7.626	999999	248.44	18.4	0.151	1459.78	5.7555	999999	0	999999	999999	10.6511	5.80839
							36.87	10.614	7.631	999999	248.44	18.41	0.151	1459.63	5.7641	999999	0	999999	999999	10.6111	5.81734
							36.88	10.594	7.634	999999	248.44	18.42	0.151	1459.5601	5.7691	999999	0	999999	999999	10.5911	5.82203
							36.93	10.578	7.639	999999	251.56	18.66	0.15	1459.51	5.7747	999999	0	999999	999999	10.5751	5.82798
							37.36	10.57	7.568	999999	255.66	18.98	0.15	1459.39	5.723	999999	0	999999	999999	10.5671	5.77601
							37.48	10.204	7.644	999999	250	18.7	0.15	1458.08	5.8242	999999	0	999999	999999	10.2012	5.87686
							37.7	10.092	7.668	999999	238.48	17.89	0.15	1457.6801	5.8561	999999	0	999999	999999	10.0892	5.90886
							37.81	10.044	7.678	999999	238.48	17.91	0.15	1457.51	5.8696	999999	0	999999	999999	10.0412	5.92239
							37.89	10.044	7.678	999999	238.48	17.91	0.15	1457.51	5.8699	999999	0	999999	999999	10.0412	5.92277
							37.96	10.044	7.678	999999	238.48	17.91	0.15	1457.51	5.8703	999999	0	999999	999999	10.0412	5.9231
							38.26	9.861	7.717	999999	252.15	19.01	0.151	1456.85	5.9217	999999	0	999999	999999	9.8582	5.97453
							38.69	9.817	7.593	999999	251.95	19.03	0.152	1456.53	5.8322	999999	0	999999	999999	9.8142	5.8851
							39.61	9.342	7.626	999999	252.93	19.31	0.151	1454.72	5.9116	999999	0	999999	999999	9.3393	5.96409
							40.02	9.168	7.664	999999	239.84	18.38	0.151	1454.08	5.9599	999999	0	999999	999999	9.1653	6.01283
							40.15	9.024	7.695	999999	244.53	18.8	0.154	1453.55	5.9986	999999	0	999999	999999	9.0214	6.05154
							40.6	9.024	7.647	999999	248.05	19.08	0.153	1453.5	5.964	999999	0	999999	999999	9.0214	6.01637
							41.02	9.024	7.564	999999	255.47	19.66	0.151	1453.4	5.9006	999999	0	999999	999999	9.0213	5.95384
							41.5	8.452	7.668	999999	257.42	20.07	0.15	1451.25	6.0374	999999	0	999999	999999	8.4495	6.08996
							41.73	8.355	7.659	999999	263.09	20.56	0.151	1450.84	6.0401	999999	0	999999	999999	8.3525	6.09261
							41.97	8.355	7.648	999999	256.64	20.06	0.151	1450.83	6.033	999999	0	999999	999999	8.3525	6.08519
							42.1	8.154	7.655	999999	252.73	19.84	0.151	1450.03	6.0564	999999	0	999999	999999	8.1516	6.10861
							42.23	8.066	7.662	999999	253.52	19.95	0.151	1449.6801	6.0697	999999	0	999999	999999	8.0636	6.12212
							42.37	8.023	7.668	999999	253.52	19.97	0.152	1449.52	6.0785	999999	0	999999	999999	8.0206	6.13107
							42.64	8.023	7.634	999999	253.52	19.97	0.152	1449.48	6.0533	999999	0	999999	999999	8.0206	6.10584
							43.41	7.698	7.69	999999	252.34	20.03	0.161	1448.23	6.1269	999999	0	999999	999999	7.6957	6.17963
							43.54	7.698	7.701	999999	252.34	20.03	0.161	1448.24	6.1362	999999	0	999999	999999	7.6957	6.18885
							43.69	7.698	7.692	999999	252.34	20.03	0.161	1448.23	6.1299	999999	0	999999	999999	7.6957	6.18254
							44.11	7.524	7.73	999999	252.34	20.11	0.161	1447.5699	6.1756	999999	0	999999	999999	7.5217	6.22782
							44.41	7.518	7.731	999999	252.34	20.11	0.161	1447.55	6.1784	999999	0	999999	999999	7.5157	6.23051
							44.54	7.505	7.732	999999	252.34	20.12	0.161	1447.5	6.1802	999999	0	999999	999999	7.5027	6.23291
							44.67	7.505	7.732	999999	252.34	20.12	0.161	1447.5	6.1808	999999	0	999999	999999	7.5027	6.23354
							44.98	7.436	7.732	999999	257.42	20.56	0.164	1447.23	6.1879	999999	0	999999	999999	7.4337	6.24029
							45.15	7.436	7.716	999999	260.74	20.82	0.164	1447.21	6.1764	999999	0	999999	999999	7.4337	6.22861
							45.47	7.126	7.7	999999	261.13	21.02	0.164	1445.9	6.1877	999999	0	999999	999999	7.1238	6.24045
							45.58	7.126	7.7	999999	261.13	21.02	0.164	1445.91	6.1882	999999	0	999999	999999	7.1238	6.24098
							45.81	6.895	7.752	999999	260.16	21.05	0.164	1445	6.2467	999999	0	999999	999999	6.8929	6.29898
							45.92	6.895	7.752	999999	260.16	21.05	0.164	1445.01	6.2473	999999	0	999999	999999	6.8929	6.29951
							46.04	6.84	7.764	999999	258.59	20.95	0.164	1444.8	6.2612	999999	0	999999	999999	6.8379	6.31324
							46.22	6.826	7.766	999999	263.48	21.35	0.164	1444.74	6.2645	999999	0	999999	999999	6.8239	6.31663
							46.39	6.807	7.771	999999	263.48	21.36	0.164	1444.67	6.27	999999	0	999999	999999	6.8049	6.32265
							46.51	6.797	7.773	999999	263.48	21.37	0.164	1444.63	6.2729	999999	0	999999	999999	6.7949	6.32547
							46.6	6.787	7.775	999999	254.1	20.61	0.164	1444.6	6.2758	999999	0	999999	999999	6.7849	6.32814
							46.71	6.776	7.771	999999	254.1	20.62	0.164	1444.55	6.2741	999999	0	999999	999999	6.7739	6.32628
							46.97	6.77	7.771	999999	254.69	20.67	0.16	1444.53	6.2754	999999	0	999999	999999	6.7679	6.32794
							47.04	6.747	7.776	999999	254.69	20.68	0.16	1444.4301	6.2814	999999	0	999999	999999	6.7449	6.33373
							47.14	6.739	7.775	999999	262.7	21.33	0.164	1444.4	6.2817	999999	0	999999	999999	6.7369	6.33397
							47.23	6.739	7.775	999999	262.7	21.33	0.164	1444.4	6.282	999999	0	999999	999999	6.7369	6.3344
							47.57	6.739	7.777	999999	270.7	21.98	0.164	1444.41	6.285	999999	0	999999	999999	6.7369	6.33762
							47.7	6.719	7.782	999999	267.19	21.71	0.164	1444.33	6.2909	999999	0	999999	999999	6.7169	6.34349
							47.75	6.72	7.782	999999	267.19	21.71	0.164	1444.34	6.291	999999	0	999999	999999	6.7179	6.34367
							47.78	6.72	7.782	999999	267.19	21.71	0.164	1444.34	6.2912	999999	0	999999	999999	6.7179	6.34381
							47.8	6.714	7.791	999999	249.22	20.25	0.164	1444.33	6.2993	999999	0	999999	999999	6.7119	6.35136
							47.85	6.714	7.794	999999	249.22	20.25	0.164	1444.33	6.3014	999999	0	999999	999999	6.7119	6.35395
							47.86	6.714	7.781	999999	252.15	20.49	0.164	1444.3101	6.2911	999999	0	999999	999999	6.7119	6.34381
							47.9	6.713	7.788	999999	252.15	20.49	0.164	1444.3199	6.2969	999999	0	999999	999999	6.7109	6.34956
							47.95	6.71	7.788	999999	252.54	20.52	0.164	1444.3101	6.2979	999999	0	999999	999999	6.7079	6.35
Ikar01	Ikar19	C	2007-08-21T16:34			56	0.6	999999	999999	999999	239.45	14.43	0.228	1492.49	5.0986	6	8	999999	999999	999999	999999
							44.92	7.962	7.53	999999	228.91	18.07	0.208	1449.14	5.9882	6	8	999999	999999	7.9595	6.0407
							45.05	7.962	7.508	999999	228.32	18.03	0.208	1449.11	5.9714	6	8	999999	999999	7.9595	6.02416
							45.16	7.738	7.534	999999	228.13	18.11	0.208	1448.23	6.0102	6	8	999999	999999	7.7356	6.06305
							45.26	7.662	7.55	999999	228.13	18.14	0.208	1447.9399	6.0295	6	8	999999	999999	7.6596	6.08202
							45.5	7.521	7.565	999999	227.93	18.18	0.208	1447.37	6.0533	6	8	999999	999999	7.5187	6.1058
							45.58	7.521	7.542	999999	228.71	18.25	0.208	1447.35	6.0352	6	8	999999	999999	7.5187	6.08821
							45.68	7.521	7.542	999999	228.71	18.25	0.208	1447.35	6.0357	6	8	999999	999999	7.5187	6.08869
							45.76	7.521	7.542	999999	232.81	18.58	0.269	1447.35	6.0361	6	8	999999	999999	7.5187	6.08908
							46.01	7.185	7.535	999999	236.52	19.03	0.208	1445.95	6.0569	6	8	999999	999999	7.1828	6.10971
							46.05	7.185	7.524	999999	235.16	18.92	0.208	1445.9399	6.0487	6	8	999999	999999	7.1828	6.1013
							46.1	6.975	7.559	999999	233.2	18.85	0.208	1445.11	6.0911	6	8	999999	999999	6.9729	6.14373
							46.2	6.907	7.564	999999	232.62	18.84	0.208	1444.83	6.1	6	8	999999	999999	6.9049	6.1528
							46.38	6.85	7.55	999999	232.62	18.87	0.208	1444.5699	6.0939	6	8	999999	999999	6.8479	6.14657
							46.79	6.709	7.562	999999	232.03	18.88	0.208	1444	6.1147	6	8	999999	999999	6.707	6.16732
							46.91	6.579	7.591	999999	231.84	18.92	0.208	1443.49	6.1464	6	8	999999	999999	6.577	6.19904
							47.19	6.473	7.57	999999	231.64	18.96	0.208	1443.02	6.1377	6	8	999999	999999	6.471	6.19062
							47.32	6.467	7.559	999999	232.23	19.01	0.208	1442.98	6.1302	6	8	999999	999999	6.465	6.18299
							47.43	6.467	7.554	999999	232.23	19.01	0.208	1442.98	6.127	6	8	999999	999999	6.465	6.1796
							47.52	6.467	7.551	999999	230.47	18.87	0.208	1442.98	6.1247	6	8	999999	999999	6.465	6.17768
							47.62	6.419	7.559	999999	230.86	18.92	0.208	1442.79	6.1347	6	8	999999	999999	6.4171	6.18741
							47.71	6.405	7.556	999999	231.25	18.96	0.208	1442.72	6.1334	6	8	999999	999999	6.4031	6.18636
							47.82	6.379	7.572	999999	230.86	18.94	0.208	1442.63	6.1483	6	8	999999	999999	6.3771	6.20104
							47.94	6.394	7.601	999999	230.47	18.9	0.208	1442.73	6.171	6	8	999999	999999	6.392	6.22346
							48.07	6.453	7.613	999999	230.08	18.84	0.208	1443	6.177	6	8	999999	999999	6.451	6.22986
							48.19	6.486	7.606	999999	230.08	18.82	0.208	1443.14	6.1698	6	8	999999	999999	6.484	6.22289
							48.49	6.463	7.607	999999	230.08	18.83	0.208	1443.04	6.1736	6	8	999999	999999	6.461	6.22657
							48.64	6.428	7.614	999999	230.08	18.85	0.208	1442.91	6.1825	6	8	999999	999999	6.426	6.23496
							48.8	6.428	7.571	999999	229.88	18.84	0.208	1442.86	6.1491	6	8	999999	999999	6.426	6.202
							49.34	6.219	7.618	999999	229.88	18.93	0.208	1442.03	6.2009	6	8	999999	999999	6.2171	6.25412
							49.77	6.196	7.62	999999	228.91	18.86	0.208	1441.95	6.2064	6	8	999999	999999	6.1941	6.25914
							50.6	6.205	7.627	999999	228.32	18.81	0.208	1442.01	6.2156	6	8	999999	999999	6.203	6.26813
							50.71	6.214	7.625	999999	228.32	18.8	0.208	1442.04	6.2141	6	8	999999	999999	6.212	6.26657
							50.81	6.219	7.624	999999	228.32	18.8	0.208	1442.0601	6.2134	6	8	999999	999999	6.217	6.26597
							50.9	6.223	7.624	999999	228.32	18.8	0.208	1442.08	6.2129	6	8	999999	999999	6.221	6.26617
							51.08	6.21	7.627	999999	227.34	18.72	0.208	1442.04	6.2175	6	8	999999	999999	6.208	6.27017
							51.13	6.198	7.63	999999	227.34	18.73	0.208	1441.99	6.2207	6	8	999999	999999	6.196	6.27348
							51.26	6.184	7.624	999999	227.15	18.72	0.208	1441.92	6.2169	6	8	999999	999999	6.182	6.27022
							51.92	6.236	7.661	999999	226.17	18.61	0.208	1442.2	6.2463	6	8	999999	999999	6.234	6.2994
							51.96	6.242	7.659	999999	226.76	18.66	0.208	1442.23	6.2445	6	8	999999	999999	6.24	6.29767
							52.22	6.296	7.66	999999	226.37	18.6	0.208	1442.46	6.2438	6	8	999999	999999	6.2939	6.29648
							52.64	6.286	7.691	999999	226.76	18.63	0.208	1442.46	6.2703	6	8	999999	999999	6.2839	6.32346
							52.76	6.344	7.677	999999	226.76	18.61	0.208	1442.7	6.257	6	8	999999	999999	6.3419	6.30954
							52.98	6.359	7.674	999999	226.76	18.6	0.208	1442.76	6.2545	6	8	999999	999999	6.3569	6.30733
							53.2	6.398	7.76	999999	226.76	18.57	0.208	1443.03	6.3206	6	8	999999	999999	6.3958	6.37348
							53.59	6.511	7.761	999999	224.02	18.3	0.208	1443.52	6.3161	6	8	999999	999999	6.5087	6.36906
							54	6.404	7.785	999999	224.02	18.34	0.208	1443.11	6.3439	6	8	999999	999999	6.4018	6.3966
							54.07	6.388	7.838	999999	225.39	18.45	0.208	1443.11	6.3868	6	8	999999	999999	6.3858	6.43951
							54.28	6.316	7.845	999999	221.48	18.17	0.208	1442.8101	6.3981	6	8	999999	999999	6.3138	6.45046
							54.45	6.103	7.873	999999	225	18.55	0.208	1441.9399	6.4333	6	8	999999	999999	6.1009	6.48598
							54.53	6.038	7.888	999999	225	18.58	0.208	1441.6801	6.4493	6	8	999999	999999	6.0359	6.50191
Lastochka07	Last132	C	2007-10-25T15:54			49	1.27	12.407	7.289	999999	13.04	0.93	0.213	1465.37	5.1059	5	7	999999	999999	12.4069	5.15879
							1.35	12.405	7.292	999999	13.08	0.93	0.212	1465.37	5.1085	5	7	999999	999999	12.4049	5.16175
							1.41	12.405	7.29	999999	13.01	0.93	0.211	1465.36	5.1075	5	7	999999	999999	12.4049	5.1605
							1.47	12.405	7.288	999999	13.17	0.94	0.211	1465.36	5.1062	5	7	999999	999999	12.4049	5.15924
							1.48	12.405	7.288	999999	13.17	0.94	0.21	1465.36	5.1062	5	7	999999	999999	12.4049	5.15929
							1.49	12.407	7.289	999999	13.18	0.94	0.21	1465.37	5.1065	5	7	999999	999999	12.4069	5.15983
							1.55	12.406	7.294	999999	13.18	0.94	0.21	1465.37	5.1112	5	7	999999	999999	12.4059	5.1641
							1.78	12.406	7.296	999999	13.32	0.95	0.208	1465.38	5.1138	5	7	999999	999999	12.4058	5.16672
							1.94	12.407	7.296	999999	13.43	0.96	0.206	1465.38	5.1144	5	7	999999	999999	12.4068	5.16734
							2.13	12.406	7.296	999999	13.52	0.96	0.205	1465.39	5.1154	5	7	999999	999999	12.4058	5.16837
							2.32	12.407	7.296	999999	13.61	0.97	0.205	1465.39	5.1163	5	7	999999	999999	12.4068	5.16913
							2.52	12.407	7.296	999999	13.71	0.98	0.203	1465.4	5.1169	5	7	999999	999999	12.4068	5.17007
							2.72	12.406	7.296	999999	13.79	0.98	0.202	1465.39	5.1177	5	7	999999	999999	12.4057	5.17115
							3.04	12.405	7.296	999999	13.9	0.99	0.2	1465.4	5.1194	5	7	999999	999999	12.4047	5.17279
							3.17	12.405	7.296	999999	13.9	0.99	0.2	1465.4	5.1199	5	7	999999	999999	12.4047	5.17341
							3.29	12.405	7.295	999999	13.97	1	0.199	1465.4	5.1199	5	7	999999	999999	12.4047	5.1732
							3.42	12.405	7.296	999999	13.97	1	0.198	1465.4	5.1215	5	7	999999	999999	12.4047	5.17458
							3.54	12.408	7.294	999999	14.11	1.01	0.197	1465.41	5.1201	5	7	999999	999999	12.4077	5.1732
							3.68	12.408	7.295	999999	14.11	1.01	0.196	1465.42	5.1216	5	7	999999	999999	12.4077	5.17463
							3.83	12.408	7.295	999999	14.29	1.02	0.195	1465.42	5.1223	5	7	999999	999999	12.4076	5.17534
							3.92	12.407	7.289	999999	14.37	1.02	0.194	1465.41	5.1179	5	7	999999	999999	12.4066	5.17128
							3.98	12.407	7.288	999999	14.4	1.03	0.194	1465.41	5.1176	5	7	999999	999999	12.4066	5.17079
							4.03	12.406	7.289	999999	14.41	1.03	0.194	1465.41	5.1184	5	7	999999	999999	12.4056	5.17193
							4.08	12.406	7.288	999999	14.42	1.03	0.194	1465.41	5.1178	5	7	999999	999999	12.4056	5.1714
							4.12	12.407	7.29	999999	14.41	1.03	0.194	1465.41	5.12	5	7	999999	999999	12.4066	5.17299
							4.2	12.407	7.294	999999	14.41	1.03	0.194	1465.42	5.1234	5	7	999999	999999	12.4066	5.17645
							4.3	12.407	7.294	999999	14.41	1.03	0.193	1465.42	5.1239	5	7	999999	999999	12.4066	5.17692
							4.43	12.407	7.296	999999	14.49	1.03	0.193	1465.4301	5.1256	5	7	999999	999999	12.4066	5.17907
							4.58	12.408	7.295	999999	14.55	1.04	0.192	1465.4301	5.1256	5	7	999999	999999	12.4076	5.17887
							4.76	12.407	7.296	999999	14.61	1.04	0.191	1465.4301	5.1273	5	7	999999	999999	12.4066	5.18063
							4.97	12.407	7.296	999999	14.68	1.05	0.19	1465.4301	5.1283	5	7	999999	999999	12.4065	5.18162
							5.19	12.407	7.296	999999	14.74	1.05	0.189	1465.4399	5.1297	5	7	999999	999999	12.4065	5.18265
							5.44	12.406	7.297	999999	14.81	1.06	0.189	1465.4399	5.1314	5	7	999999	999999	12.4055	5.18474
							5.7	12.407	7.296	999999	14.87	1.06	0.188	1465.45	5.132	5	7	999999	999999	12.4065	5.18505
							5.96	12.407	7.296	999999	14.94	1.07	0.187	1465.45	5.1328	5	7	999999	999999	12.4064	5.18628
							6.18	12.407	7.296	999999	15.01	1.07	0.186	1465.45	5.1342	5	7	999999	999999	12.4064	5.18732
							6.4	12.407	7.295	999999	15.06	1.07	0.185	1465.46	5.1343	5	7	999999	999999	12.4064	5.18758
							6.57	12.407	7.295	999999	15.11	1.08	0.185	1465.46	5.1352	5	7	999999	999999	12.4064	5.18838
							7.04	12.406	7.295	999999	15.28	1.09	0.183	1465.46	5.1375	5	7	999999	999999	12.4053	5.19073
							7.18	12.409	7.296	999999	15.33	1.09	0.183	1465.48	5.1385	5	7	999999	999999	12.4083	5.19175
							7.34	12.411	7.294	999999	15.4	1.1	0.183	1465.48	5.1376	5	7	999999	999999	12.4103	5.1907
							7.49	12.411	7.294	999999	15.45	1.1	0.18	1465.49	5.1383	5	7	999999	999999	12.4103	5.1914
							7.65	12.41	7.295	999999	15.51	1.11	0.18	1465.49	5.14	5	7	999999	999999	12.4093	5.19306
							7.83	12.41	7.295	999999	15.56	1.11	0.179	1465.49	5.1406	5	7	999999	999999	12.4093	5.19391
							8.18	12.409	7.295	999999	15.65	1.12	0.178	1465.49	5.1423	5	7	999999	999999	12.4082	5.1957
							8.71	12.409	7.295	999999	15.76	1.12	0.177	1465.5	5.1448	5	7	999999	999999	12.4082	5.19819
							8.89	12.407	7.295	999999	15.79	1.13	0.176	1465.5	5.1461	5	7	999999	999999	12.4062	5.19931
							9.09	12.408	7.295	999999	15.82	1.13	0.176	1465.5	5.1468	5	7	999999	999999	12.4071	5.20012
							9.3	12.409	7.297	999999	15.84	1.13	0.175	1465.51	5.1494	5	7	999999	999999	12.4081	5.20251
							9.53	12.409	7.297	999999	15.87	1.13	0.175	1465.52	5.1505	5	7	999999	999999	12.4081	5.2036
							9.76	12.412	7.297	999999	15.92	1.14	0.174	1465.53	5.1511	5	7	999999	999999	12.4111	5.20427
							10	12.412	7.297	999999	15.98	1.14	0.174	1465.54	5.1516	5	7	999999	999999	12.4111	5.2054
							10.44	12.412	7.297	999999	15.98	1.14	0.172	1465.54	5.1538	5	7	999999	999999	12.411	5.20747
							10.63	12.412	7.296	999999	16.14	1.15	0.172	1465.55	5.1537	5	7	999999	999999	12.411	5.2076
							10.8	12.411	7.296	999999	16.18	1.15	0.171	1465.54	5.1549	5	7	999999	999999	12.41	5.20854
							10.92	12.411	7.295	999999	16.23	1.16	0.17	1465.55	5.155	5	7	999999	999999	12.41	5.20833
							11.05	12.413	7.294	999999	16.26	1.16	0.17	1465.55	5.1544	5	7	999999	999999	12.412	5.2079
							11.15	12.415	7.294	999999	16.29	1.16	0.17	1465.5601	5.1543	5	7	999999	999999	12.414	5.2081
							11.22	12.417	7.295	999999	16.33	1.16	0.169	1465.5699	5.1553	5	7	999999	999999	12.4159	5.20893
							11.29	12.418	7.294	999999	16.36	1.17	0.169	1465.58	5.1551	5	7	999999	999999	12.4169	5.20835
							11.34	12.418	7.294	999999	16.39	1.17	0.169	1465.58	5.1553	5	7	999999	999999	12.4169	5.20858
							11.41	12.419	7.294	999999	16.39	1.17	0.168	1465.58	5.1553	5	7	999999	999999	12.4179	5.20878
							11.47	12.419	7.296	999999	16.39	1.17	0.168	1465.58	5.1567	5	7	999999	999999	12.4179	5.2106
							11.56	12.42	7.296	999999	16.5	1.18	0.168	1465.59	5.1574	5	7	999999	999999	12.4189	5.21089
							11.7	12.421	7.296	999999	16.5	1.18	0.167	1465.59	5.1582	5	7	999999	999999	12.4199	5.21141
							11.83	12.421	7.297	999999	16.5	1.18	0.167	1465.6	5.1596	5	7	999999	999999	12.4199	5.21279
							11.99	12.421	7.297	999999	16.57	1.18	0.167	1465.6	5.1603	5	7	999999	999999	12.4199	5.21355
							12.18	12.421	7.298	999999	16.6	1.18	0.166	1465.61	5.1614	5	7	999999	999999	12.4199	5.21521
							12.36	12.421	7.297	999999	16.61	1.18	0.166	1465.61	5.1615	5	7	999999	999999	12.4198	5.21529
							12.57	12.421	7.298	999999	16.64	1.19	0.166	1465.61	5.1632	5	7	999999	999999	12.4198	5.21705
							12.76	12.421	7.298	999999	16.67	1.19	0.165	1465.61	5.1641	5	7	999999	999999	12.4198	5.21794
