Station;Latitude [degree];Longitude [degree];Date;Time;Depth [m];Temp;Cond;Sal;O2%;O2ppm;pH;Eh;CHL;Turb;SigmaT;SoundV;Bot. Depth [m]
18;54.68666667;20.25333333;11.10.2022;09:59:40.19;6.003;12.213;6.386;4.725;1.5;0.15;9.179;49.5;2.135;27.25;3.1727;1461.65;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.26;6.058;12.217;6.385;4.724;1.5;0.15;9.179;49.5;2.141;27.42;3.1718;1461.67;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.34;6.122;12.22;6.387;4.726;1.5;0.15;9.179;49.5;2.152;27.51;3.1727;1461.68;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.41;6.179;12.223;6.393;4.73;1.5;0.15;9.179;49.5;2.157;27.678;3.1759;1461.7;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.48;6.235;12.224;6.398;4.734;1.5;0.15;9.179;49.5;2.165;27.805;3.1793;1461.71;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.55;6.295;12.224;6.454;4.779;1.4;0.15;9.179;49.5;2.189;28.193;3.214;1461.76;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.63;6.352;12.219;6.436;4.764;1.4;0.15;9.178;49.5;2.22;28.764;3.2039;1461.73;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.70;6.414;12.216;6.45;4.776;1.5;0.15;9.178;49.5;2.235;29.249;3.2134;1461.73;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.77;6.464;12.21;6.47;4.793;1.4;0.15;9.178;49.5;2.195;30.397;3.2276;1461.73;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.84;6.525;12.203;6.472;4.795;1.4;0.15;9.178;49.4;2.193;31.657;3.2306;1461.7;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:40.93;6.595;12.196;6.469;4.794;1.4;0.15;9.177;49.4;2.198;32.209;3.2308;1461.68;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.00;6.656;12.193;6.466;4.791;1.4;0.15;9.177;49.4;2.171;32.619;3.2294;1461.67;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.08;6.706;12.19;6.469;4.794;1.4;0.15;9.178;49.4;2.131;33.012;3.2325;1461.66;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.15;6.76;12.189;6.469;4.794;1.4;0.15;9.178;49.4;2.098;33.346;3.233;1461.66;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.22;6.812;12.187;6.474;4.799;1.4;0.15;9.179;49.4;2.098;33.656;3.2369;1461.66;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.29;6.874;12.184;6.483;4.806;1.4;0.15;9.179;49.4;2.102;34.047;3.243;1461.66;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.37;6.915;12.181;6.482;4.806;1.4;0.15;9.18;49.4;2.109;34.365;3.2434;1461.64;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.44;6.979;12.178;6.489;4.812;1.5;0.15;9.181;49.4;2.151;34.652;3.2486;1461.64;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.51;7.041;12.176;6.489;4.812;1.5;0.15;9.181;49.4;2.195;35.197;3.2498;1461.63;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.58;7.098;12.173;6.497;4.819;1.5;0.15;9.181;49.3;2.238;35.741;3.2554;1461.63;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.66;7.151;12.169;6.497;4.819;1.5;0.15;9.182;49.3;2.264;35.987;3.2565;1461.62;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.73;7.207;12.166;6.497;4.82;1.5;0.15;9.182;49.3;2.282;36.113;3.2574;1461.61;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.80;7.263;12.164;6.498;4.821;1.5;0.15;9.183;49.3;2.308;36.183;3.259;1461.6;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.88;7.319;12.161;6.5;4.822;1.5;0.15;9.183;49.3;2.362;36.784;3.2607;1461.6;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:41.96;7.39;12.159;6.501;4.824;1.5;0.15;9.184;49.2;2.365;37.596;3.2624;1461.59;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.04;7.443;12.158;6.5;4.823;1.5;0.15;9.185;49.2;2.36;37.601;3.262;1461.59;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.11;7.502;12.157;6.5;4.823;1.5;0.15;9.185;49.2;2.377;37.305;3.263;1461.58;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.18;7.554;12.156;6.503;4.825;1.4;0.15;9.186;49.2;2.393;37.178;3.2648;1461.59;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.25;7.607;12.154;6.502;4.825;1.4;0.15;9.186;49.2;2.402;37.21;3.2648;1461.58;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.33;7.662;12.154;6.501;4.824;1.4;0.15;9.187;49.2;2.415;36.686;3.2646;1461.58;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.40;7.718;12.153;6.501;4.824;1.4;0.15;9.188;49.2;2.389;36.965;3.2651;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.47;7.774;12.152;6.501;4.824;1.5;0.15;9.188;49.1;2.37;37.283;3.2656;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.54;7.829;12.152;6.5;4.824;1.5;0.15;9.189;49.2;2.383;37.977;3.2655;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.62;7.882;12.153;6.509;4.831;1.5;0.15;9.19;49.1;2.418;38.229;3.2708;1461.58;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.69;7.936;12.151;6.51;4.832;1.5;0.15;9.19;49.1;2.441;38.326;3.2722;1461.58;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.76;7.991;12.148;6.513;4.834;1.4;0.15;9.191;49.2;2.451;38.73;3.2748;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.83;8.046;12.146;6.514;4.836;1.4;0.15;9.191;49.1;2.42;39.082;3.2763;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:42.91;8.101;12.145;6.515;4.836;1.4;0.15;9.192;49.1;2.435;39.975;3.2773;1461.57;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.00;8.171;12.142;6.518;4.839;1.4;0.15;9.192;49.1;2.47;40.849;3.2804;1461.56;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.07;8.225;12.14;6.524;4.844;1.4;0.15;9.192;49.1;2.481;42.194;3.2847;1461.56;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.14;8.278;12.137;6.527;4.847;1.5;0.15;9.193;49.1;2.498;42.835;3.2873;1461.55;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.22;8.332;12.134;6.528;4.849;1.5;0.15;9.193;49.1;2.471;42.801;3.2892;1461.54;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.29;8.388;12.132;6.528;4.848;1.4;0.15;9.194;49.1;2.394;42.787;3.2897;1461.54;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.36;8.444;12.13;6.532;4.852;1.4;0.15;9.194;49.1;2.354;43.758;3.2929;1461.53;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.43;8.501;12.127;6.534;4.853;1.4;0.15;9.195;49.1;2.375;45.607;3.2946;1461.53;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.51;8.555;12.125;6.533;4.854;1.4;0.15;9.195;49.1;2.364;47.561;3.2952;1461.52;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.58;8.609;12.124;6.535;4.855;1.4;0.15;9.196;49.1;2.325;49.475;3.2965;1461.52;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.65;8.662;12.122;6.532;4.853;1.4;0.15;9.196;49;2.335;50.436;3.2958;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.73;8.714;12.122;6.533;4.854;1.4;0.15;9.197;49;2.361;50.682;3.2964;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.80;8.772;12.121;6.534;4.855;1.4;0.15;9.197;49;2.378;51.075;3.2976;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.87;8.825;12.121;6.534;4.855;1.4;0.15;9.197;49;2.341;51.878;3.2981;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:43.94;8.881;12.12;6.534;4.855;1.4;0.15;9.198;49;2.329;53.128;3.2985;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.03;8.945;12.119;6.535;4.855;1.4;0.15;9.198;49;2.342;55.121;3.2993;1461.5;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.10;8.999;12.118;6.535;4.856;1.4;0.15;9.199;49;2.389;56.414;3.2998;1461.5;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.18;9.053;12.118;6.536;4.856;1.4;0.15;9.199;49;2.419;57.149;3.3005;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.25;9.106;12.118;6.535;4.856;1.4;0.15;9.2;49;2.44;57.33;3.3007;1461.5;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.32;9.161;12.117;6.534;4.855;1.4;0.15;9.2;49;2.493;57.625;3.3005;1461.5;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.39;9.218;12.118;6.534;4.855;1.4;0.15;9.201;49;2.526;57.585;3.3003;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.47;9.274;12.118;6.535;4.856;1.5;0.15;9.201;49;2.55;58.088;3.301;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.54;9.327;12.119;6.535;4.856;1.5;0.15;9.201;49;2.57;59.889;3.3014;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.61;9.382;12.119;6.535;4.856;1.5;0.15;9.202;49;2.565;61.822;3.302;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.68;9.438;12.119;6.535;4.856;1.5;0.15;9.202;49;2.565;63.176;3.3019;1461.51;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.76;9.493;12.119;6.536;4.856;1.5;0.15;9.202;49;2.546;63.558;3.3024;1461.52;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.83;9.549;12.119;6.535;4.856;1.4;0.15;9.203;49;2.499;63.259;3.3026;1461.52;9.606
18;54.68666667;20.25333333;11.10.2022;09:59:44.90;9.606;12.119;6.536;4.856;1.4;0.15;9.203;49.1;2.484;63.255;3.3031;1461.52;9.606
19;54.68666667;20.3;11.10.2022;10:06:37.23;0.161;12.342;5.72;4.186;1;0.1;9.042;36;-0.171;-0.196;2.7118;1461.39;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.31;0.256;12.344;5.721;4.187;1;0.1;9.042;36;-0.392;3.097;2.7122;1461.4;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.38;0.258;12.349;5.72;4.186;1;0.1;9.042;36;0.154;16.102;2.7109;1461.41;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.47;0.313;12.351;5.719;4.184;1.1;0.12;9.043;36;0.032;22.007;2.7098;1461.42;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.78;0.35;12.354;5.719;4.184;1.3;0.13;9.043;36;-0.166;23.754;2.7093;1461.43;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.86;0.522;12.356;5.718;4.183;1.3;0.14;9.043;35.9;1.526;110.901;2.7091;1461.44;9.796
19;54.68666667;20.3;11.10.2022;10:06:37.93;0.557;12.358;5.717;4.183;1.3;0.14;9.043;36;1.659;83.108;2.7088;1461.45;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.00;0.601;12.358;5.718;4.183;1.3;0.14;9.043;35.9;1.725;60.865;2.7091;1461.45;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.07;0.647;12.359;5.718;4.183;1.3;0.14;9.043;35.9;1.775;46.25;2.7095;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.15;0.703;12.359;5.717;4.183;1.3;0.14;9.043;35.9;1.811;37.482;2.7093;1461.45;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.22;0.752;12.36;5.717;4.183;1.3;0.14;9.043;35.9;1.835;32.539;2.7093;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.29;0.822;12.359;5.719;4.184;1.3;0.13;9.044;35.9;1.857;29.852;2.7108;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.36;0.881;12.359;5.719;4.183;1.3;0.13;9.045;35.9;1.864;28.55;2.7107;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.44;0.946;12.36;5.719;4.183;1.3;0.13;9.044;36;1.871;28.035;2.711;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.51;1.006;12.36;5.72;4.184;1.3;0.13;9.043;36;1.87;27.519;2.7119;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.58;1.068;12.36;5.719;4.184;1.3;0.14;9.042;36;1.884;27.285;2.7117;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.65;1.129;12.359;5.719;4.184;1.3;0.13;9.042;36;1.899;27.286;2.7123;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.74;1.193;12.359;5.721;4.185;1.3;0.13;9.042;36;1.917;27.184;2.7137;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.81;1.241;12.359;5.723;4.187;1.3;0.13;9.042;36;1.919;27.092;2.715;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.89;1.295;12.358;5.72;4.185;1.3;0.13;9.041;36.1;1.925;27.131;2.7137;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:38.96;1.346;12.359;5.719;4.184;1.3;0.13;9.041;36.1;1.932;27.045;2.7132;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.03;1.39;12.359;5.72;4.184;1.3;0.14;9.04;36.1;1.931;27.03;2.7138;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.10;1.436;12.359;5.72;4.185;1.3;0.14;9.04;36.1;1.906;27.078;2.7143;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.18;1.489;12.359;5.72;4.185;1.3;0.14;9.039;36.1;1.889;27.053;2.7146;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.25;1.537;12.359;5.72;4.185;1.3;0.14;9.039;36.1;1.886;26.957;2.7148;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.32;1.591;12.358;5.721;4.185;1.3;0.14;9.039;36.1;1.888;26.959;2.7153;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.39;1.632;12.358;5.72;4.185;1.3;0.14;9.039;36.1;1.883;26.997;2.7154;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.47;1.686;12.358;5.72;4.185;1.3;0.14;9.039;36.1;1.859;27.027;2.7155;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.54;1.734;12.358;5.72;4.184;1.3;0.14;9.039;36.1;1.837;26.913;2.7156;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.61;1.788;12.358;5.721;4.185;1.3;0.13;9.039;36.1;1.811;26.855;2.7164;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.68;1.839;12.358;5.721;4.186;1.3;0.13;9.039;36.1;1.809;26.825;2.7172;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.78;1.906;12.357;5.72;4.185;1.3;0.13;9.039;36.1;1.808;26.695;2.7167;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.85;1.965;12.357;5.72;4.184;1.3;0.13;9.04;36.1;1.827;26.657;2.7168;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.92;2.026;12.359;5.72;4.184;1.3;0.13;9.04;36.1;1.82;26.754;2.7169;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:39.99;2.08;12.358;5.72;4.185;1.3;0.13;9.04;36.1;1.808;26.736;2.7174;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.07;2.131;12.358;5.72;4.185;1.3;0.13;9.039;36.1;1.802;26.675;2.7177;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.14;2.193;12.358;5.728;4.191;1.3;0.13;9.039;36.1;1.802;26.627;2.7231;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.21;2.246;12.356;5.725;4.189;1.3;0.13;9.039;36.1;1.803;26.673;2.7218;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.29;2.296;12.356;5.722;4.187;1.3;0.13;9.039;36.2;1.795;26.9;2.7203;1461.47;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.36;2.352;12.356;5.725;4.189;1.3;0.13;9.038;36.1;1.8;27.159;2.7222;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.43;2.402;12.353;5.744;4.204;1.3;0.14;9.037;36.2;1.787;27.239;2.7345;1461.49;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.50;2.457;12.348;5.767;4.223;1.3;0.14;9.037;36.1;1.779;27.155;2.7499;1461.49;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.58;2.508;12.339;5.765;4.222;1.3;0.14;9.036;36.1;1.794;27.157;2.7506;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.65;2.563;12.332;5.769;4.226;1.3;0.14;9.036;36.1;1.811;27.385;2.7548;1461.44;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.72;2.617;12.327;5.77;4.227;1.3;0.14;9.035;36.1;1.838;27.496;2.7568;1461.42;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.81;2.683;12.325;5.766;4.224;1.3;0.14;9.035;36.1;1.879;27.572;2.7554;1461.41;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.88;2.738;12.322;5.789;4.243;1.3;0.14;9.035;36.1;1.901;27.53;2.7701;1461.42;9.796
19;54.68666667;20.3;11.10.2022;10:06:40.95;2.794;12.317;5.8;4.252;1.3;0.14;9.035;36.1;1.902;27.614;2.7781;1461.42;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.03;2.849;12.312;5.793;4.247;1.3;0.14;9.035;36.1;1.908;27.627;2.7749;1461.39;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.10;2.912;12.308;5.809;4.26;1.3;0.14;9.035;36.1;1.902;27.564;2.786;1461.39;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.17;2.97;12.304;5.799;4.253;1.3;0.14;9.034;36.1;1.929;27.504;2.7813;1461.37;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.24;3.028;12.301;5.799;4.253;1.3;0.14;9.034;36.1;1.968;27.447;2.7816;1461.36;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.32;3.086;12.3;5.803;4.256;1.3;0.14;9.034;36.1;1.999;27.477;2.7846;1461.36;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.39;3.141;12.296;5.812;4.263;1.3;0.13;9.034;36.1;2.083;27.471;2.7912;1461.36;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.46;3.201;12.294;5.805;4.258;1.3;0.14;9.034;36.1;2.138;27.458;2.788;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.53;3.257;12.293;5.812;4.264;1.3;0.14;9.034;36.1;2.125;27.428;2.7924;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.61;3.315;12.291;5.823;4.273;1.3;0.13;9.034;36.1;2.139;27.352;2.8;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.68;3.371;12.288;5.832;4.28;1.3;0.14;9.034;36.1;2.151;27.429;2.8062;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.75;3.427;12.284;5.825;4.275;1.3;0.14;9.034;36.1;2.134;27.603;2.8034;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.82;3.487;12.282;5.82;4.272;1.3;0.14;9.034;36.1;2.124;27.714;2.8011;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.91;3.557;12.281;5.828;4.278;1.3;0.13;9.034;36.1;2.144;27.617;2.8063;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:41.99;3.611;12.28;5.838;4.286;1.3;0.14;9.034;36.1;2.183;27.616;2.8127;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.06;3.672;12.278;5.842;4.289;1.3;0.14;9.034;36.1;2.199;27.671;2.8159;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.13;3.729;12.275;5.844;4.291;1.3;0.14;9.034;36.1;2.189;27.676;2.818;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.20;3.789;12.274;5.849;4.295;1.3;0.14;9.034;36.1;2.208;27.786;2.8216;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.28;3.847;12.272;5.853;4.298;1.3;0.13;9.033;36.1;2.22;27.909;2.8247;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.35;3.903;12.27;5.856;4.301;1.3;0.13;9.033;36.1;2.234;27.987;2.8271;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.42;3.962;12.269;5.855;4.301;1.3;0.13;9.033;36.1;2.23;28.002;2.8274;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.49;4.019;12.269;5.857;4.302;1.3;0.13;9.034;36.1;2.228;28.082;2.8284;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.57;4.076;12.269;5.862;4.306;1.3;0.13;9.034;36.1;2.244;28.152;2.8321;1461.32;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.64;4.134;12.269;5.865;4.308;1.3;0.13;9.034;36.1;2.279;28.2;2.8339;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.71;4.189;12.269;5.868;4.311;1.3;0.13;9.034;36.1;2.251;28.307;2.8361;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.78;4.246;12.269;5.87;4.312;1.3;0.13;9.035;36.1;2.178;28.278;2.8376;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.86;4.304;12.268;5.873;4.315;1.3;0.13;9.035;36.1;2.193;28.253;2.8401;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:42.95;4.375;12.267;5.876;4.317;1.3;0.13;9.035;36;2.217;28.235;2.842;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.02;4.429;12.267;5.881;4.321;1.3;0.13;9.035;36;2.239;28.256;2.8456;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.09;4.485;12.266;5.881;4.321;1.3;0.13;9.035;36;2.206;28.285;2.8459;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.17;4.541;12.265;5.882;4.322;1.3;0.13;9.035;36;2.196;28.433;2.8472;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.24;4.597;12.265;5.884;4.324;1.3;0.14;9.035;36;2.17;28.568;2.8488;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.31;4.653;12.264;5.883;4.323;1.3;0.14;9.035;36;2.168;28.567;2.8485;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.38;4.709;12.264;5.884;4.324;1.3;0.14;9.035;36;2.182;28.54;2.8497;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.46;4.765;12.263;5.884;4.323;1.3;0.14;9.035;36;2.206;28.58;2.8496;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.53;4.821;12.263;5.882;4.322;1.3;0.14;9.036;36;2.217;28.599;2.8488;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.60;4.879;12.263;5.881;4.322;1.4;0.14;9.036;36;2.225;28.7;2.8488;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.67;4.93;12.263;5.882;4.322;1.3;0.14;9.036;36;2.183;28.898;2.8493;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.75;4.991;12.262;5.882;4.322;1.4;0.14;9.037;36;2.157;28.983;2.8497;1461.33;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.82;5.047;12.262;5.902;4.338;1.3;0.14;9.037;36;2.145;28.921;2.8624;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.89;5.101;12.261;5.897;4.334;1.3;0.14;9.036;36;2.19;28.864;2.8597;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:43.98;5.175;12.26;5.897;4.335;1.3;0.14;9.037;35.9;2.21;28.931;2.8605;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.06;5.233;12.259;5.907;4.342;1.3;0.14;9.037;35.9;2.181;28.862;2.8667;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.13;5.291;12.258;5.916;4.35;1.3;0.14;9.037;35.9;2.203;28.814;2.8729;1461.36;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.20;5.346;12.258;5.905;4.341;1.4;0.14;9.037;36;2.243;28.832;2.8668;1461.34;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.27;5.405;12.256;5.917;4.35;1.3;0.14;9.038;36;2.23;28.774;2.8741;1461.35;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.35;5.463;12.256;5.946;4.373;1.4;0.15;9.038;35.9;2.202;28.879;2.8921;1461.38;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.42;5.521;12.256;5.994;4.411;1.4;0.14;9.038;35.9;2.2;29.358;2.9221;1461.42;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.49;5.577;12.256;6.001;4.417;1.3;0.14;9.038;35.9;2.104;29.842;2.9264;1461.43;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.57;5.63;12.256;6.01;4.423;1.3;0.14;9.036;35.8;2.01;30.108;2.9318;1461.44;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.64;5.685;12.257;6.026;4.436;1.3;0.14;9.036;35.8;1.962;30.16;2.942;1461.46;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.71;5.737;12.258;6.04;4.447;1.3;0.14;9.036;35.8;1.984;30.202;2.9502;1461.48;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.78;5.789;12.26;6.042;4.448;1.3;0.14;9.036;35.8;2.051;30.233;2.9516;1461.49;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.86;5.847;12.262;6.042;4.448;1.3;0.13;9.036;35.8;2.073;30.445;2.9514;1461.5;9.796
19;54.68666667;20.3;11.10.2022;10:06:44.93;5.902;12.265;6.052;4.455;1.3;0.14;9.036;35.7;2.098;30.643;2.9568;1461.52;9.796
19;54.68666667;20.3;11.10.2022;10:06:45.03;5.966;12.269;6.067;4.467;1.3;0.14;9.036;35.7;2.144;30.939;2.9657;1461.55;9.796
19;54.68666667;20.3;11.10.2022;10:06:45.11;6.026;12.273;6.081;4.477;1.3;0.13;9.037;35.7;2.134;31.238;2.9732;1461.58;9.796
19;54.68666667;20.3;11.10.2022;10:06:45.18;6.083;12.276;6.093;4.486;1.3;0.13;9.037;35.7;2.1;31.565;2.9802;1461.6;9.796
19;54.68666667;20.3;11.10.2022;10:06:45.25;6.137;12.28;6.089;4.483;1.3;0.14;9.038;35.6;2.094;31.805;2.9772;1461.61;9.796
